pa,pb,a wins (11-rule),a wins (21-rule),difference
0.26,0.07,0.90099,0.821782,0.079208
0.26,0.08,0.831683,0.851485,-0.019802
0.26,0.09,0.782178,0.861386,-0.079208
0.26,0.1,0.80198,0.821782,-0.019802
0.26,0.11,0.792079,0.752475,0.039604
0.26,0.12,0.762376,0.643564,0.118812
0.26,0.13,0.673267,0.712871,-0.039604
0.26,0.14,0.70297,0.683168,0.019802
0.26,0.15,0.673267,0.633663,0.039604
0.26,0.16,0.663366,0.663366,0
0.26,0.17,0.693069,0.623762,0.069307
0.26,0.18,0.712871,0.663366,0.049505
0.26,0.19,0.663366,0.623762,0.039604
0.26,0.2,0.574257,0.623762,-0.049505
0.26,0.21,0.544554,0.564356,-0.019802
0.26,0.22,0.564356,0.475248,0.089108
0.26,0.23,0.613861,0.50495,0.108911
0.26,0.24,0.554455,0.50495,0.049505
0.26,0.25,0.613861,0.514851,0.09901
0.26,0.26,0.50495,0.435644,0.069306
0.26,0.27,0.485149,0.445545,0.039604
0.26,0.28,0.524752,0.475248,0.049504
0.26,0.29,0.50495,0.455446,0.049504
0.26,0.3,0.376238,0.49505,-0.118812
0.26,0.31,0.445545,0.415842,0.029703
0.26,0.32,0.386139,0.366337,0.019802
0.26,0.33,0.366337,0.415842,-0.049505
0.26,0.34,0.435644,0.425743,0.009901
0.26,0.35,0.445545,0.356436,0.089109
0.26,0.36,0.50495,0.39604,0.10891
0.26,0.37,0.346535,0.415842,-0.069307
0.26,0.38,0.415842,0.306931,0.108911
0.26,0.39,0.326733,0.346535,-0.019802
0.26,0.4,0.356436,0.306931,0.049505
0.26,0.41,0.39604,0.306931,0.089109
0.26,0.42,0.326733,0.336634,-0.009901
0.26,0.43,0.346535,0.356436,-0.009901
0.26,0.44,0.405941,0.336634,0.069307
0.26,0.45,0.267327,0.207921,0.059406
0.26,0.46,0.217822,0.366337,-0.148515
0.26,0.47,0.277228,0.336634,-0.059406
0.26,0.48,0.287129,0.227723,0.059406
0.26,0.49,0.227723,0.227723,0
0.26,0.5,0.217822,0.19802,0.019802
0.26,0.51,0.207921,0.188119,0.019802
0.26,0.52,0.217822,0.207921,0.009901
0.26,0.53,0.267327,0.237624,0.029703
0.26,0.54,0.19802,0.227723,-0.029703
0.26,0.55,0.128713,0.138614,-0.009901
0.26,0.56,0.158416,0.118812,0.039604
0.26,0.57,0.178218,0.207921,-0.029703
0.26,0.58,0.148515,0.237624,-0.089109
0.26,0.59,0.158416,0.19802,-0.039604
0.26,0.6,0.207921,0.118812,0.089109
0.26,0.61,0.188119,0.138614,0.049505
0.26,0.62,0.0891089,0.128713,-0.0396041
0.26,0.63,0.128713,0.128713,0
0.26,0.64,0.0693069,0.108911,-0.0396041
0.26,0.65,0.0990099,0.118812,-0.0198021
0.26,0.66,0.148515,0.0891089,0.0594061
0.26,0.67,0.0891089,0.0792079,0.009901
0.26,0.68,0.0990099,0.178218,-0.0792081
0.26,0.69,0.0891089,0.0990099,-0.009901
0.26,0.7,0.118812,0.0891089,0.0297031
0.26,0.71,0.0990099,0.0594059,0.039604
0.26,0.72,0.0990099,0.148515,-0.0495051
0.26,0.73,0.0891089,0.039604,0.0495049
0.26,0.74,0.0693069,0.0990099,-0.029703
0.26,0.75,0.039604,0.108911,-0.069307
0.26,0.76,0.049505,0.0792079,-0.0297029
0.26,0.77,0.0891089,0.049505,0.0396039
0.26,0.78,0.049505,0.039604,0.009901
0.26,0.79,0.0693069,0.039604,0.0297029
0.26,0.8,0.019802,0.039604,-0.019802
0.26,0.81,0.029703,0.029703,0
0.26,0.82,0.019802,0.029703,-0.009901
0.26,0.83,0.039604,0.049505,-0.009901
0.26,0.84,0.029703,0.00990099,0.01980201
0.26,0.85,0.049505,0.0693069,-0.0198019
0.26,0.86,0.029703,0.0891089,-0.0594059
0.26,0.87,0.029703,0.00990099,0.01980201
0.26,0.88,0.019802,0.00990099,0.00990101
0.26,0.89,0.029703,0.039604,-0.009901
0.26,0.9,0.019802,0.019802,0
0.26,0.91,0.00990099,0.00990099,0
0.26,0.92,0.039604,0.029703,0.009901
0.26,0.93,0.019802,0,0.019802
0.26,0.94,0.029703,0.00990099,0.01980201
0.26,0.95,0,0.00990099,-0.00990099
0.26,0.96,0,0.00990099,-0.00990099
0.26,0.97,0,0.019802,-0.019802
0.26,0.98,0,0.00990099,-0.00990099
0.26,0.99,0,0,0
0.27,0,1,1,0
0.27,0.01,0.990099,0.990099,0
0.27,0.02,0.920792,0.960396,-0.039604
0.27,0.03,0.950495,0.940594,0.009901
0.27,0.04,0.90099,0.891089,0.009901
0.27,0.05,0.910891,0.920792,-0.009901
0.27,0.06,0.861386,0.821782,0.039604
0.27,0.07,0.831683,0.831683,0
0.27,0.08,0.841584,0.861386,-0.019802
0.27,0.09,0.831683,0.821782,0.009901
0.27,0.1,0.772277,0.811881,-0.039604
0.27,0.11,0.663366,0.821782,-0.158416
0.27,0.12,0.772277,0.742574,0.029703
0.27,0.13,0.742574,0.722772,0.019802
0.27,0.14,0.70297,0.722772,-0.019802
0.27,0.15,0.712871,0.722772,-0.009901
0.27,0.16,0.683168,0.663366,0.019802
0.27,0.17,0.693069,0.643564,0.049505
0.27,0.18,0.613861,0.693069,-0.079208
0.27,0.19,0.524752,0.623762,-0.09901
0.27,0.2,0.613861,0.643564,-0.029703
0.27,0.21,0.574257,0.594059,-0.019802
0.27,0.22,0.554455,0.60396,-0.049505
0.27,0.23,0.554455,0.554455,0
0.27,0.24,0.594059,0.50495,0.089109
0.27,0.25,0.623762,0.554455,0.069307
0.27,0.26,0.49505,0.524752,-0.029702
0.27,0.27,0.405941,0.425743,-0.019802
0.27,0.28,0.425743,0.425743,0
0.27,0.29,0.524752,0.524752,0
0.27,0.3,0.465347,0.356436,0.108911
0.27,0.31,0.564356,0.475248,0.089108
0.27,0.32,0.455446,0.386139,0.069307
0.27,0.33,0.376238,0.366337,0.009901
0.27,0.34,0.445545,0.445545,0
0.27,0.35,0.39604,0.366337,0.029703
0.27,0.36,0.287129,0.376238,-0.089109
0.27,0.37,0.39604,0.386139,0.009901
0.27,0.38,0.356436,0.306931,0.049505
0.27,0.39,0.306931,0.366337,-0.059406
0.27,0.4,0.376238,0.356436,0.019802
0.27,0.41,0.386139,0.356436,0.029703
0.27,0.42,0.257426,0.336634,-0.079208
0.27,0.43,0.227723,0.306931,-0.079208
0.27,0.44,0.376238,0.277228,0.09901
0.27,0.45,0.306931,0.267327,0.039604
0.27,0.46,0.237624,0.306931,-0.069307
0.27,0.47,0.237624,0.306931,-0.069307
0.27,0.48,0.287129,0.207921,0.079208
0.27,0.49,0.237624,0.207921,0.029703
0.27,0.5,0.306931,0.257426,0.049505
0.27,0.51,0.237624,0.267327,-0.029703
0.27,0.52,0.207921,0.188119,0.019802
0.27,0.53,0.19802,0.207921,-0.009901
0.27,0.54,0.207921,0.217822,-0.009901
0.27,0.55,0.188119,0.178218,0.009901
0.27,0.56,0.178218,0.178218,0
0.27,0.57,0.178218,0.207921,-0.029703
0.27,0.58,0.158416,0.0990099,0.0594061
0.27,0.59,0.237624,0.118812,0.118812
0.27,0.6,0.19802,0.19802,0
0.27,0.61,0.138614,0.108911,0.029703
0.27,0.62,0.138614,0.0990099,0.0396041
0.27,0.63,0.178218,0.0990099,0.0792081
0.27,0.64,0.118812,0.118812,0
0.27,0.65,0.158416,0.148515,0.009901
0.27,0.66,0.0792079,0.128713,-0.0495051
0.27,0.67,0.148515,0.168317,-0.019802
0.27,0.68,0.19802,0.0891089,0.1089111
0.27,0.69,0.0891089,0.128713,-0.0396041
0.27,0.7,0.158416,0.118812,0.039604
0.27,0.71,0.049505,0.0792079,-0.0297029
0.27,0.72,0.0792079,0.0990099,-0.019802
0.27,0.73,0.0891089,0.0990099,-0.009901
0.27,0.74,0.0693069,0.0693069,0
0.27,0.75,0.0891089,0.0594059,0.029703
0.27,0.76,0.0792079,0.0594059,0.019802
0.27,0.77,0.0792079,0.0990099,-0.019802
0.27,0.78,0.0693069,0.0891089,-0.019802
0.27,0.79,0.0792079,0.049505,0.0297029
0.27,0.8,0.029703,0.049505,-0.019802
0.27,0.81,0.128713,0.029703,0.09901
0.27,0.82,0.00990099,0.049505,-0.03960401
0.27,0.83,0.039604,0.049505,-0.009901
0.27,0.84,0.029703,0.049505,-0.019802
0.27,0.85,0.00990099,0.019802,-0.00990101
0.27,0.86,0.039604,0.049505,-0.009901
0.27,0.87,0.039604,0.019802,0.019802
0.27,0.88,0.049505,0.00990099,0.03960401
0.27,0.89,0.049505,0.039604,0.009901
0.27,0.9,0.019802,0,0.019802
0.27,0.91,0.00990099,0.00990099,0
0.27,0.92,0.019802,0.019802,0
0.27,0.93,0,0,0
0.27,0.94,0,0,0
0.27,0.95,0.019802,0.00990099,0.00990101
0.27,0.96,0.00990099,0.00990099,0
0.27,0.97,0,0,0
0.27,0.98,0.00990099,0,0.00990099
0.27,0.99,0.00990099,0,0.00990099
0.28,0,1,1,0
0.28,0.01,0.970297,0.980198,-0.009901
0.28,0.02,0.950495,0.950495,0
0.28,0.03,0.920792,0.920792,0
0.28,0.04,0.90099,0.950495,-0.049505
0.28,0.05,0.861386,0.881188,-0.019802
0.28,0.06,0.90099,0.940594,-0.039604
0.28,0.07,0.831683,0.821782,0.009901
0.28,0.08,0.871287,0.841584,0.029703
0.28,0.09,0.811881,0.841584,-0.029703
0.28,0.1,0.841584,0.732673,0.108911
0.28,0.11,0.742574,0.772277,-0.029703
0.28,0.12,0.742574,0.782178,-0.039604
0.28,0.13,0.693069,0.762376,-0.069307
0.28,0.14,0.70297,0.762376,-0.059406
0.28,0.15,0.613861,0.683168,-0.069307
0.28,0.16,0.623762,0.663366,-0.039604
0.28,0.17,0.683168,0.693069,-0.009901
0.28,0.18,0.663366,0.643564,0.019802
0.28,0.19,0.643564,0.633663,0.009901
0.28,0.2,0.633663,0.584158,0.049505
0.28,0.21,0.712871,0.594059,0.118812
0.28,0.22,0.455446,0.574257,-0.118811
0.28,0.23,0.574257,0.534653,0.039604
0.28,0.24,0.554455,0.60396,-0.049505
0.28,0.25,0.564356,0.524752,0.039604
0.28,0.26,0.445545,0.455446,-0.009901
0.28,0.27,0.564356,0.485149,0.079207
0.28,0.28,0.594059,0.554455,0.039604
0.28,0.29,0.445545,0.455446,-0.009901
0.28,0.3,0.485149,0.49505,-0.009901
0.28,0.31,0.435644,0.376238,0.059406
0.28,0.32,0.49505,0.346535,0.148515
0.28,0.33,0.445545,0.435644,0.009901
0.28,0.34,0.405941,0.415842,-0.009901
0.28,0.35,0.346535,0.39604,-0.049505
0.28,0.36,0.445545,0.29703,0.148515
0.28,0.37,0.366337,0.366337,0
0.28,0.38,0.326733,0.455446,-0.128713
0.28,0.39,0.257426,0.415842,-0.158416
0.28,0.4,0.386139,0.356436,0.029703
0.28,0.41,0.346535,0.376238,-0.029703
0.28,0.42,0.227723,0.287129,-0.059406
0.28,0.43,0.277228,0.287129,-0.009901
0.28,0.44,0.346535,0.257426,0.089109
0.28,0.45,0.217822,0.267327,-0.049505
0.28,0.46,0.237624,0.247525,-0.009901
0.28,0.47,0.356436,0.19802,0.158416
0.28,0.48,0.237624,0.247525,-0.009901
0.28,0.49,0.207921,0.217822,-0.009901
0.28,0.5,0.217822,0.326733,-0.108911
0.28,0.51,0.207921,0.237624,-0.029703
0.28,0.52,0.207921,0.227723,-0.019802
0.28,0.53,0.227723,0.207921,0.019802
0.28,0.54,0.217822,0.237624,-0.019802
0.28,0.55,0.217822,0.188119,0.029703
0.28,0.56,0.178218,0.158416,0.019802
0.28,0.57,0.217822,0.108911,0.108911
0.28,0.58,0.188119,0.158416,0.029703
0.28,0.59,0.168317,0.178218,-0.009901
0.28,0.6,0.158416,0.188119,-0.029703
0.28,0.61,0.108911,0.158416,-0.049505
0.28,0.62,0.158416,0.178218,-0.019802
0.28,0.63,0.128713,0.178218,-0.049505
0.28,0.64,0.188119,0.118812,0.069307
0.28,0.65,0.128713,0.148515,-0.019802
0.28,0.66,0.118812,0.148515,-0.029703
0.28,0.67,0.138614,0.118812,0.019802
0.28,0.68,0.0990099,0.0792079,0.019802
0.28,0.69,0.0891089,0.118812,-0.0297031
0.28,0.7,0.0693069,0.0792079,-0.009901
0.28,0.71,0.0990099,0.138614,-0.0396041
0.28,0.72,0.0594059,0.108911,-0.0495051
0.28,0.73,0.0594059,0.118812,-0.0594061
0.28,0.74,0.0792079,0.0594059,0.019802
0.28,0.75,0.0594059,0.0594059,0
0.28,0.76,0.0792079,0.0792079,0
0.28,0.77,0.029703,0.0594059,-0.0297029
0.28,0.78,0.0891089,0.0891089,0
0.28,0.79,0.049505,0.108911,-0.059406
0.28,0.8,0.108911,0.0693069,0.0396041
0.28,0.81,0.0891089,0.039604,0.0495049
0.28,0.82,0.0594059,0.0693069,-0.009901
0.28,0.83,0.039604,0.0594059,-0.0198019
0.28,0.84,0.049505,0.0594059,-0.0099009
0.28,0.85,0.039604,0.019802,0.019802
0.28,0.86,0.0594059,0.019802,0.0396039
0.28,0.87,0.029703,0.049505,-0.019802
0.28,0.88,0.039604,0.039604,0
0.28,0.89,0.029703,0.049505,-0.019802
0.28,0.9,0.019802,0.00990099,0.00990101
0.28,0.91,0.039604,0.019802,0.019802
0.28,0.92,0.029703,0,0.029703
0.28,0.93,0.039604,0,0.039604
0.28,0.94,0.00990099,0.019802,-0.00990101
0.28,0.95,0.029703,0.00990099,0.01980201
0.28,0.96,0.00990099,0.00990099,0
0.28,0.97,0,0,0
0.28,0.98,0,0.00990099,-0.00990099
0.28,0.99,0,0,0
0.29,0,1,1,0
0.29,0.01,0.980198,0.980198,0
0.29,0.02,0.960396,0.970297,-0.009901
0.29,0.03,0.910891,0.980198,-0.069307
0.29,0.04,0.930693,0.940594,-0.009901
0.29,0.05,0.871287,0.930693,-0.059406
0.29,0.06,0.920792,0.871287,0.049505
0.29,0.07,0.831683,0.910891,-0.079208
0.29,0.08,0.821782,0.792079,0.029703
0.29,0.09,0.772277,0.792079,-0.019802
0.29,0.1,0.831683,0.80198,0.029703
0.29,0.11,0.792079,0.772277,0.019802
0.29,0.12,0.722772,0.762376,-0.039604
0.29,0.13,0.782178,0.70297,0.079208
0.29,0.14,0.732673,0.693069,0.039604
0.29,0.15,0.732673,0.712871,0.019802
0.29,0.16,0.782178,0.653465,0.128713
0.29,0.17,0.683168,0.693069,-0.009901
0.29,0.18,0.643564,0.643564,0
0.29,0.19,0.623762,0.623762,0
0.29,0.2,0.653465,0.683168,-0.029703
0.29,0.21,0.584158,0.643564,-0.059406
0.29,0.22,0.683168,0.623762,0.059406
0.29,0.23,0.544554,0.623762,-0.079208
0.29,0.24,0.584158,0.514851,0.069307
0.29,0.25,0.623762,0.524752,0.09901
0.29,0.26,0.564356,0.544554,0.019802
0.29,0.27,0.613861,0.613861,0
0.29,0.28,0.584158,0.554455,0.029703
0.29,0.29,0.534653,0.49505,0.039603
0.29,0.3,0.514851,0.445545,0.069306
0.29,0.31,0.445545,0.50495,-0.059405
0.29,0.32,0.544554,0.405941,0.138613
0.29,0.33,0.386139,0.485149,-0.09901
0.29,0.34,0.386139,0.455446,-0.069307
0.29,0.35,0.465347,0.356436,0.108911
0.29,0.36,0.376238,0.39604,-0.019802
0.29,0.37,0.475248,0.326733,0.148515
0.29,0.38,0.376238,0.39604,-0.019802
0.29,0.39,0.366337,0.287129,0.079208
0.29,0.4,0.405941,0.39604,0.009901
0.29,0.41,0.366337,0.366337,0
0.29,0.42,0.346535,0.386139,-0.039604
0.29,0.43,0.287129,0.336634,-0.049505
0.29,0.44,0.29703,0.217822,0.079208
0.29,0.45,0.346535,0.247525,0.09901
0.29,0.46,0.29703,0.29703,0
0.29,0.47,0.287129,0.237624,0.049505
0.29,0.48,0.336634,0.277228,0.059406
0.29,0.49,0.217822,0.257426,-0.039604
0.29,0.5,0.217822,0.29703,-0.079208
0.29,0.51,0.247525,0.227723,0.019802
0.29,0.52,0.287129,0.188119,0.09901
0.29,0.53,0.326733,0.19802,0.128713
0.29,0.54,0.277228,0.227723,0.049505
0.29,0.55,0.178218,0.138614,0.039604
0.29,0.56,0.158416,0.178218,-0.019802
0.29,0.57,0.178218,0.207921,-0.029703
0.29,0.58,0.188119,0.188119,0
0.29,0.59,0.217822,0.158416,0.059406
0.29,0.6,0.148515,0.148515,0
0.29,0.61,0.158416,0.108911,0.049505
0.29,0.62,0.128713,0.19802,-0.069307
0.29,0.63,0.118812,0.128713,-0.009901
0.29,0.64,0.188119,0.158416,0.029703
0.29,0.65,0.138614,0.0990099,0.0396041
0.29,0.66,0.128713,0.0990099,0.0297031
0.29,0.67,0.118812,0.168317,-0.049505
0.29,0.68,0.118812,0.168317,-0.049505
0.29,0.69,0.108911,0.148515,-0.039604
0.29,0.7,0.0693069,0.138614,-0.0693071
0.29,0.71,0.118812,0.148515,-0.029703
0.29,0.72,0.0990099,0.118812,-0.0198021
0.29,0.73,0.0891089,0.0594059,0.029703
0.29,0.74,0.108911,0.0693069,0.0396041
0.29,0.75,0.0891089,0.0990099,-0.009901
0.29,0.76,0.0693069,0.0891089,-0.019802
0.29,0.77,0.0693069,0.168317,-0.0990101
0.29,0.78,0.0990099,0.0693069,0.029703
0.29,0.79,0.0693069,0.049505,0.0198019
0.29,0.8,0.029703,0.00990099,0.01980201
0.29,0.81,0.0693069,0.0792079,-0.009901
0.29,0.82,0.049505,0.049505,0
0.29,0.83,0.039604,0.00990099,0.02970301
0.29,0.84,0.029703,0.019802,0.009901
0.29,0.85,0.039604,0.00990099,0.02970301
0.29,0.86,0.049505,0.049505,0
0.29,0.87,0.0792079,0.019802,0.0594059
0.29,0.88,0,0.00990099,-0.00990099
0.29,0.89,0.039604,0.019802,0.019802
0.29,0.9,0.029703,0.00990099,0.01980201
0.29,0.91,0.039604,0.019802,0.019802
0.29,0.92,0.029703,0.019802,0.009901
0.29,0.93,0.049505,0.029703,0.019802
0.29,0.94,0.00990099,0.00990099,0
0.29,0.95,0.019802,0.00990099,0.00990101
0.29,0.96,0,0,0
0.29,0.97,0,0,0
0.29,0.98,0.00990099,0.00990099,0
0.29,0.99,0,0.00990099,-0.00990099
0.3,0,1,1,0
0.3,0.01,0.970297,0.960396,0.009901
0.3,0.02,0.970297,0.950495,0.019802
0.3,0.03,0.970297,0.930693,0.039604
0.3,0.04,0.940594,0.90099,0.039604
0.3,0.05,0.930693,0.851485,0.079208
0.3,0.06,0.891089,0.910891,-0.019802
0.3,0.07,0.871287,0.871287,0
0.3,0.08,0.871287,0.851485,0.019802
0.3,0.09,0.90099,0.792079,0.108911
0.3,0.1,0.80198,0.861386,-0.059406
0.3,0.11,0.831683,0.762376,0.069307
0.3,0.12,0.762376,0.821782,-0.059406
0.3,0.13,0.742574,0.742574,0
0.3,0.14,0.712871,0.811881,-0.09901
0.3,0.15,0.70297,0.772277,-0.069307
0.3,0.16,0.653465,0.752475,-0.09901
0.3,0.17,0.752475,0.683168,0.069307
0.3,0.18,0.663366,0.623762,0.039604
0.3,0.19,0.693069,0.712871,-0.019802
0.3,0.2,0.663366,0.70297,-0.039604
0.3,0.21,0.60396,0.594059,0.009901
0.3,0.22,0.594059,0.524752,0.069307
0.3,0.23,0.623762,0.574257,0.049505
0.3,0.24,0.633663,0.584158,0.049505
0.3,0.25,0.544554,0.584158,-0.039604
0.3,0.26,0.534653,0.623762,-0.089109
0.3,0.27,0.514851,0.554455,-0.039604
0.3,0.28,0.465347,0.544554,-0.079207
0.3,0.29,0.485149,0.435644,0.049505
0.3,0.3,0.455446,0.49505,-0.039604
0.3,0.31,0.405941,0.50495,-0.099009
0.3,0.32,0.415842,0.49505,-0.079208
0.3,0.33,0.465347,0.455446,0.009901
0.3,0.34,0.405941,0.455446,-0.049505
0.3,0.35,0.50495,0.475248,0.029702
0.3,0.36,0.366337,0.455446,-0.089109
0.3,0.37,0.39604,0.386139,0.009901
0.3,0.38,0.316832,0.386139,-0.069307
0.3,0.39,0.326733,0.465347,-0.138614
0.3,0.4,0.405941,0.415842,-0.009901
0.3,0.41,0.287129,0.29703,-0.009901
0.3,0.42,0.29703,0.336634,-0.039604
0.3,0.43,0.415842,0.287129,0.128713
0.3,0.44,0.316832,0.346535,-0.029703
0.3,0.45,0.326733,0.247525,0.079208
0.3,0.46,0.237624,0.316832,-0.079208
0.3,0.47,0.217822,0.277228,-0.059406
0.3,0.48,0.336634,0.188119,0.148515
0.3,0.49,0.227723,0.247525,-0.019802
0.3,0.5,0.178218,0.257426,-0.079208
0.3,0.51,0.237624,0.227723,0.009901
0.3,0.52,0.29703,0.287129,0.009901
0.3,0.53,0.267327,0.19802,0.069307
0.3,0.54,0.178218,0.237624,-0.059406
0.3,0.55,0.217822,0.227723,-0.009901
0.3,0.56,0.247525,0.247525,0
0.3,0.57,0.227723,0.168317,0.059406
0.3,0.58,0.257426,0.168317,0.089109
0.3,0.59,0.168317,0.207921,-0.039604
0.3,0.6,0.168317,0.148515,0.019802
0.3,0.61,0.128713,0.168317,-0.039604
0.3,0.62,0.128713,0.168317,-0.039604
0.3,0.63,0.0891089,0.158416,-0.0693071
0.3,0.64,0.0891089,0.118812,-0.0297031
0.3,0.65,0.207921,0.158416,0.049505
0.3,0.66,0.158416,0.0891089,0.0693071
0.3,0.67,0.138614,0.128713,0.009901
0.3,0.68,0.0990099,0.128713,-0.0297031
0.3,0.69,0.118812,0.049505,0.069307
0.3,0.7,0.0990099,0.0990099,0
0.3,0.71,0.108911,0.128713,-0.019802
0.3,0.72,0.19802,0.0891089,0.1089111
0.3,0.73,0.108911,0.0891089,0.0198021
0.3,0.74,0.0693069,0.0594059,0.009901
0.3,0.75,0.118812,0.0990099,0.0198021
0.3,0.76,0.148515,0.0693069,0.0792081
0.3,0.77,0.049505,0.0891089,-0.0396039
0.3,0.78,0.0792079,0.0990099,-0.019802
0.3,0.79,0.0594059,0.0693069,-0.009901
0.3,0.8,0.0594059,0.0891089,-0.029703
0.3,0.81,0.0990099,0.0693069,0.029703
0.3,0.82,0.049505,0.0693069,-0.0198019
0.3,0.83,0.039604,0.039604,0
0.3,0.84,0.039604,0.0594059,-0.0198019
0.3,0.85,0.0693069,0.00990099,0.05940591
0.3,0.86,0.049505,0.049505,0
0.3,0.87,0.019802,0.0594059,-0.0396039
0.3,0.88,0.029703,0.00990099,0.01980201
0.3,0.89,0.00990099,0.019802,-0.00990101
0.3,0.9,0.029703,0.029703,0
0.3,0.91,0.039604,0.019802,0.019802
0.3,0.92,0.00990099,0.019802,-0.00990101
0.3,0.93,0.049505,0.00990099,0.03960401
0.3,0.94,0,0.00990099,-0.00990099
0.3,0.95,0,0.029703,-0.029703
0.3,0.96,0.00990099,0.019802,-0.00990101
0.3,0.97,0.029703,0.019802,0.009901
0.3,0.98,0,0.029703,-0.029703
0.3,0.99,0,0,0
0.31,0,1,1,0
0.31,0.01,0.990099,0.990099,0
0.31,0.02,0.950495,0.980198,-0.029703
0.31,0.03,0.950495,0.930693,0.019802
0.31,0.04,0.930693,0.910891,0.019802
0.31,0.05,0.910891,0.940594,-0.029703
0.31,0.06,0.861386,0.811881,0.049505
0.31,0.07,0.861386,0.841584,0.019802
0.31,0.08,0.871287,0.851485,0.019802
0.31,0.09,0.841584,0.821782,0.019802
0.31,0.1,0.831683,0.831683,0
0.31,0.11,0.792079,0.811881,-0.019802
0.31,0.12,0.811881,0.782178,0.029703
0.31,0.13,0.772277,0.811881,-0.039604
0.31,0.14,0.782178,0.693069,0.089109
0.31,0.15,0.722772,0.712871,0.009901
0.31,0.16,0.693069,0.70297,-0.009901
0.31,0.17,0.732673,0.762376,-0.029703
0.31,0.18,0.712871,0.683168,0.029703
0.31,0.19,0.732673,0.752475,-0.019802
0.31,0.2,0.554455,0.623762,-0.069307
0.31,0.21,0.633663,0.683168,-0.049505
0.31,0.22,0.554455,0.623762,-0.069307
0.31,0.23,0.70297,0.663366,0.039604
0.31,0.24,0.60396,0.544554,0.059406
0.31,0.25,0.623762,0.643564,-0.019802
0.31,0.26,0.613861,0.584158,0.029703
0.31,0.27,0.544554,0.534653,0.009901
0.31,0.28,0.485149,0.633663,-0.148514
0.31,0.29,0.544554,0.534653,0.009901
0.31,0.3,0.544554,0.485149,0.059405
0.31,0.31,0.445545,0.514851,-0.069306
0.31,0.32,0.514851,0.405941,0.10891
0.31,0.33,0.39604,0.544554,-0.148514
0.31,0.34,0.405941,0.435644,-0.029703
0.31,0.35,0.465347,0.465347,0
0.31,0.36,0.455446,0.435644,0.019802
0.31,0.37,0.415842,0.475248,-0.059406
0.31,0.38,0.435644,0.465347,-0.029703
0.31,0.39,0.39604,0.415842,-0.019802
0.31,0.4,0.346535,0.29703,0.049505
0.31,0.41,0.346535,0.366337,-0.019802
0.31,0.42,0.316832,0.316832,0
0.31,0.43,0.336634,0.386139,-0.049505
0.31,0.44,0.326733,0.435644,-0.108911
0.31,0.45,0.306931,0.376238,-0.069307
0.31,0.46,0.257426,0.336634,-0.079208
0.31,0.47,0.29703,0.267327,0.029703
0.31,0.48,0.306931,0.247525,0.059406
0.31,0.49,0.346535,0.39604,-0.049505
0.31,0.5,0.306931,0.237624,0.069307
0.31,0.51,0.257426,0.227723,0.029703
0.31,0.52,0.287129,0.227723,0.059406
0.31,0.53,0.237624,0.227723,0.009901
0.31,0.54,0.287129,0.29703,-0.009901
0.31,0.55,0.227723,0.277228,-0.049505
0.31,0.56,0.217822,0.227723,-0.009901
0.31,0.57,0.178218,0.19802,-0.019802
0.31,0.58,0.178218,0.207921,-0.029703
0.31,0.59,0.19802,0.188119,0.009901
0.31,0.6,0.277228,0.158416,0.118812
0.31,0.61,0.19802,0.158416,0.039604
0.31,0.62,0.168317,0.178218,-0.009901
0.31,0.63,0.217822,0.128713,0.089109
0.31,0.64,0.0792079,0.178218,-0.0990101
0.31,0.65,0.168317,0.158416,0.009901
0.31,0.66,0.168317,0.138614,0.029703
0.31,0.67,0.128713,0.108911,0.019802
0.31,0.68,0.168317,0.217822,-0.049505
0.31,0.69,0.138614,0.118812,0.019802
0.31,0.7,0.0990099,0.168317,-0.0693071
0.31,0.71,0.118812,0.0891089,0.0297031
0.31,0.72,0.118812,0.128713,-0.009901
0.31,0.73,0.0792079,0.0891089,-0.009901
0.31,0.74,0.138614,0.0792079,0.0594061
0.31,0.75,0.0792079,0.0990099,-0.019802
0.31,0.76,0.108911,0.0891089,0.0198021
0.31,0.77,0.0891089,0.118812,-0.0297031
0.31,0.78,0.0693069,0.0594059,0.009901
0.31,0.79,0.0891089,0.0693069,0.019802
0.31,0.8,0.0792079,0.0990099,-0.019802
0.31,0.81,0.0693069,0.0693069,0
0.31,0.82,0.0990099,0.0693069,0.029703
0.31,0.83,0.049505,0.0594059,-0.0099009
0.31,0.84,0.039604,0.019802,0.019802
0.31,0.85,0.0693069,0.0891089,-0.019802
0.31,0.86,0.029703,0.039604,-0.009901
0.31,0.87,0.0693069,0.029703,0.0396039
0.31,0.88,0.029703,0.049505,-0.019802
0.31,0.89,0.039604,0.019802,0.019802
0.31,0.9,0.0594059,0.00990099,0.04950491
0.31,0.91,0.00990099,0,0.00990099
0.31,0.92,0.049505,0.00990099,0.03960401
0.31,0.93,0.019802,0.00990099,0.00990101
0.31,0.94,0.049505,0.00990099,0.03960401
0.31,0.95,0.00990099,0.00990099,0
0.31,0.96,0,0.019802,-0.019802
0.31,0.97,0,0,0
0.31,0.98,0,0,0
0.31,0.99,0.00990099,0,0.00990099
0.32,0,1,1,0
0.32,0.01,0.990099,0.980198,0.009901
0.32,0.02,0.950495,0.960396,-0.009901
0.32,0.03,0.940594,0.980198,-0.039604
0.32,0.04,0.930693,0.960396,-0.029703
0.32,0.05,0.90099,0.920792,-0.019802
0.32,0.06,0.881188,0.881188,0
