pa,pb,a wins (11-rule),a wins (21-rule),difference
0.07,0.06,0.534653,0.514851,0.019802
0.07,0.07,0.514851,0.524752,-0.009901
0.07,0.08,0.514851,0.465347,0.049504
0.07,0.09,0.356436,0.346535,0.009901
0.07,0.1,0.39604,0.376238,0.019802
0.07,0.11,0.366337,0.326733,0.039604
0.07,0.12,0.356436,0.346535,0.009901
0.07,0.13,0.257426,0.316832,-0.059406
0.07,0.14,0.267327,0.306931,-0.039604
0.07,0.15,0.29703,0.346535,-0.049505
0.07,0.16,0.247525,0.336634,-0.089109
0.07,0.17,0.247525,0.29703,-0.049505
0.07,0.18,0.237624,0.277228,-0.039604
0.07,0.19,0.247525,0.188119,0.059406
0.07,0.2,0.227723,0.237624,-0.009901
0.07,0.21,0.207921,0.207921,0
0.07,0.22,0.267327,0.217822,0.049505
0.07,0.23,0.19802,0.138614,0.059406
0.07,0.24,0.158416,0.168317,-0.009901
0.07,0.25,0.267327,0.148515,0.118812
0.07,0.26,0.128713,0.168317,-0.039604
0.07,0.27,0.148515,0.0990099,0.0495051
0.07,0.28,0.138614,0.118812,0.019802
0.07,0.29,0.0990099,0.158416,-0.0594061
0.07,0.3,0.148515,0.108911,0.039604
0.07,0.31,0.128713,0.0792079,0.0495051
0.07,0.32,0.0990099,0.118812,-0.0198021
0.07,0.33,0.138614,0.128713,0.009901
0.07,0.34,0.0792079,0.0792079,0
0.07,0.35,0.0594059,0.0891089,-0.029703
0.07,0.36,0.0693069,0.108911,-0.0396041
0.07,0.37,0.029703,0.118812,-0.089109
0.07,0.38,0.0990099,0.0792079,0.019802
0.07,0.39,0.108911,0.0792079,0.0297031
0.07,0.4,0.0891089,0.0693069,0.019802
0.07,0.41,0.039604,0.108911,-0.069307
0.07,0.42,0.118812,0.0792079,0.0396041
0.07,0.43,0.049505,0.0792079,-0.0297029
0.07,0.44,0.0990099,0.0792079,0.019802
0.07,0.45,0.039604,0.039604,0
0.07,0.46,0.039604,0.039604,0
0.07,0.47,0.029703,0.00990099,0.01980201
0.07,0.48,0.00990099,0.0594059,-0.04950491
0.07,0.49,0.039604,0.0792079,-0.0396039
0.07,0.5,0.0693069,0.0594059,0.009901
0.07,0.51,0.0594059,0.019802,0.0396039
0.07,0.52,0.049505,0.049505,0
0.07,0.53,0.019802,0.0792079,-0.0594059
0.07,0.54,0.029703,0.029703,0
0.07,0.55,0.049505,0.00990099,0.03960401
0.07,0.56,0.029703,0.019802,0.009901
0.07,0.57,0.0594059,0.019802,0.0396039
0.07,0.58,0.029703,0.00990099,0.01980201
0.07,0.59,0.039604,0.049505,-0.009901
0.07,0.6,0.029703,0.00990099,0.01980201
0.07,0.61,0.019802,0.039604,-0.019802
0.07,0.62,0.00990099,0.029703,-0.01980201
0.07,0.63,0.039604,0.029703,0.009901
0.07,0.64,0.019802,0.00990099,0.00990101
0.07,0.65,0.039604,0.019802,0.019802
0.07,0.66,0.019802,0,0.019802
0.07,0.67,0.029703,0.00990099,0.01980201
0.07,0.68,0.019802,0.039604,-0.019802
0.07,0.69,0.019802,0.019802,0
0.07,0.7,0.019802,0.00990099,0.00990101
0.07,0.71,0.019802,0.019802,0
0.07,0.72,0.019802,0.039604,-0.019802
0.07,0.73,0.00990099,0.029703,-0.01980201
0.07,0.74,0.00990099,0.039604,-0.02970301
0.07,0.75,0,0,0
0.07,0.76,0,0,0
0.07,0.77,0,0,0
0.07,0.78,0.00990099,0,0.00990099
0.07,0.79,0,0.00990099,-0.00990099
0.07,0.8,0,0.00990099,-0.00990099
0.07,0.81,0,0,0
0.07,0.82,0.00990099,0.019802,-0.00990101
0.07,0.83,0,0,0
0.07,0.84,0.00990099,0.019802,-0.00990101
0.07,0.85,0,0,0
0.07,0.86,0,0.029703,-0.029703
0.07,0.87,0,0,0
0.07,0.88,0,0,0
0.07,0.89,0,0,0
0.07,0.9,0,0.00990099,-0.00990099
0.07,0.91,0,0.00990099,-0.00990099
0.07,0.92,0,0.00990099,-0.00990099
0.07,0.93,0,0,0
0.07,0.94,0,0,0
0.07,0.95,0,0,0
0.07,0.96,0,0,0
0.07,0.97,0,0,0
0.07,0.98,0,0,0
0.07,0.99,0,0,0
0.08,0,1,1,0
0.08,0.01,0.910891,0.90099,0.009901
0.08,0.02,0.762376,0.871287,-0.108911
0.08,0.03,0.821782,0.693069,0.128713
0.08,0.04,0.683168,0.643564,0.039604
0.08,0.05,0.683168,0.524752,0.158416
0.08,0.06,0.544554,0.554455,-0.009901
0.08,0.07,0.524752,0.60396,-0.079208
0.08,0.08,0.544554,0.544554,0
0.08,0.09,0.50495,0.475248,0.029702
0.08,0.1,0.356436,0.39604,-0.039604
0.08,0.11,0.405941,0.425743,-0.019802
0.08,0.12,0.455446,0.366337,0.089109
0.08,0.13,0.316832,0.39604,-0.079208
0.08,0.14,0.346535,0.49505,-0.148515
0.08,0.15,0.306931,0.306931,0
0.08,0.16,0.336634,0.267327,0.069307
0.08,0.17,0.29703,0.207921,0.089109
0.08,0.18,0.277228,0.257426,0.019802
0.08,0.19,0.237624,0.277228,-0.039604
0.08,0.2,0.247525,0.257426,-0.009901
0.08,0.21,0.217822,0.237624,-0.019802
0.08,0.22,0.19802,0.19802,0
0.08,0.23,0.178218,0.267327,-0.089109
0.08,0.24,0.257426,0.207921,0.049505
0.08,0.25,0.168317,0.128713,0.039604
0.08,0.26,0.118812,0.188119,-0.069307
0.08,0.27,0.207921,0.178218,0.029703
0.08,0.28,0.207921,0.148515,0.059406
0.08,0.29,0.108911,0.148515,-0.039604
0.08,0.3,0.148515,0.158416,-0.009901
0.08,0.31,0.128713,0.138614,-0.009901
0.08,0.32,0.0891089,0.118812,-0.0297031
0.08,0.33,0.118812,0.138614,-0.019802
0.08,0.34,0.049505,0.188119,-0.138614
0.08,0.35,0.158416,0.0891089,0.0693071
0.08,0.36,0.118812,0.0891089,0.0297031
0.08,0.37,0.0792079,0.0792079,0
0.08,0.38,0.108911,0.0891089,0.0198021
0.08,0.39,0.108911,0.0693069,0.0396041
0.08,0.4,0.118812,0.118812,0
0.08,0.41,0.0594059,0.0693069,-0.009901
0.08,0.42,0.0990099,0.0693069,0.029703
0.08,0.43,0.0990099,0.0693069,0.029703
0.08,0.44,0.0693069,0.0792079,-0.009901
0.08,0.45,0.049505,0.0693069,-0.0198019
0.08,0.46,0.029703,0.039604,-0.009901
0.08,0.47,0.0891089,0.0594059,0.029703
0.08,0.48,0.0891089,0.0792079,0.009901
0.08,0.49,0.0990099,0.049505,0.0495049
0.08,0.5,0.029703,0.029703,0
0.08,0.51,0.049505,0.049505,0
0.08,0.52,0.049505,0.0792079,-0.0297029
0.08,0.53,0.029703,0.0891089,-0.0594059
0.08,0.54,0.049505,0.029703,0.019802
0.08,0.55,0.00990099,0.108911,-0.09901001
0.08,0.56,0.0693069,0.0693069,0
0.08,0.57,0.019802,0.039604,-0.019802
0.08,0.58,0.049505,0.049505,0
0.08,0.59,0.039604,0.00990099,0.02970301
0.08,0.6,0.0792079,0.029703,0.0495049
0.08,0.61,0.00990099,0.0792079,-0.06930691
0.08,0.62,0.029703,0.029703,0
0.08,0.63,0.029703,0.029703,0
0.08,0.64,0.00990099,0.029703,-0.01980201
0.08,0.65,0.029703,0.00990099,0.01980201
0.08,0.66,0.039604,0.00990099,0.02970301
0.08,0.67,0.00990099,0.029703,-0.01980201
0.08,0.68,0.019802,0.019802,0
0.08,0.69,0.00990099,0.00990099,0
0.08,0.7,0.00990099,0.019802,-0.00990101
0.08,0.71,0.029703,0.029703,0
0.08,0.72,0.029703,0.019802,0.009901
0.08,0.73,0,0.019802,-0.019802
0.08,0.74,0.019802,0.00990099,0.00990101
0.08,0.75,0.019802,0.019802,0
0.08,0.76,0.039604,0.00990099,0.02970301
0.08,0.77,0,0.029703,-0.029703
0.08,0.78,0.019802,0.00990099,0.00990101
0.08,0.79,0.029703,0,0.029703
0.08,0.8,0.019802,0.00990099,0.00990101
0.08,0.81,0.019802,0.019802,0
0.08,0.82,0,0,0
0.08,0.83,0.00990099,0.019802,-0.00990101
0.08,0.84,0,0,0
0.08,0.85,0,0.00990099,-0.00990099
0.08,0.86,0,0,0
0.08,0.87,0.00990099,0.00990099,0
0.08,0.88,0,0,0
0.08,0.89,0,0,0
0.08,0.9,0.00990099,0.019802,-0.00990101
0.08,0.91,0,0,0
0.08,0.92,0.00990099,0,0.00990099
0.08,0.93,0,0,0
0.08,0.94,0,0,0
0.08,0.95,0,0,0
0.08,0.96,0,0,0
0.08,0.97,0,0,0
0.08,0.98,0,0,0
0.08,0.99,0,0,0
0.09,0,1,1,0
0.09,0.01,0.950495,0.90099,0.049505
0.09,0.02,0.841584,0.861386,-0.019802
0.09,0.03,0.712871,0.742574,-0.029703
0.09,0.04,0.772277,0.683168,0.089109
0.09,0.05,0.643564,0.594059,0.049505
0.09,0.06,0.663366,0.673267,-0.009901
0.09,0.07,0.574257,0.524752,0.049505
0.09,0.08,0.564356,0.584158,-0.019802
0.09,0.09,0.584158,0.514851,0.069307
0.09,0.1,0.415842,0.475248,-0.059406
0.09,0.11,0.465347,0.485149,-0.019802
0.09,0.12,0.485149,0.386139,0.09901
0.09,0.13,0.435644,0.425743,0.009901
0.09,0.14,0.39604,0.386139,0.009901
0.09,0.15,0.376238,0.356436,0.019802
0.09,0.16,0.247525,0.336634,-0.089109
0.09,0.17,0.267327,0.356436,-0.089109
0.09,0.18,0.277228,0.29703,-0.019802
0.09,0.19,0.237624,0.257426,-0.019802
0.09,0.2,0.247525,0.267327,-0.019802
0.09,0.21,0.247525,0.287129,-0.039604
0.09,0.22,0.168317,0.237624,-0.069307
0.09,0.23,0.207921,0.257426,-0.049505
0.09,0.24,0.207921,0.188119,0.019802
0.09,0.25,0.19802,0.178218,0.019802
0.09,0.26,0.19802,0.128713,0.069307
0.09,0.27,0.158416,0.168317,-0.009901
0.09,0.28,0.19802,0.19802,0
0.09,0.29,0.19802,0.178218,0.019802
0.09,0.3,0.148515,0.188119,-0.039604
0.09,0.31,0.158416,0.138614,0.019802
0.09,0.32,0.168317,0.138614,0.029703
0.09,0.33,0.168317,0.178218,-0.009901
0.09,0.34,0.188119,0.118812,0.069307
0.09,0.35,0.0792079,0.128713,-0.0495051
0.09,0.36,0.0990099,0.128713,-0.0297031
0.09,0.37,0.158416,0.188119,-0.029703
0.09,0.38,0.108911,0.108911,0
0.09,0.39,0.138614,0.0990099,0.0396041
0.09,0.4,0.0990099,0.148515,-0.0495051
0.09,0.41,0.108911,0.118812,-0.009901
0.09,0.42,0.0693069,0.138614,-0.0693071
0.09,0.43,0.039604,0.0792079,-0.0396039
0.09,0.44,0.118812,0.108911,0.009901
0.09,0.45,0.0693069,0.158416,-0.0891091
0.09,0.46,0.0594059,0.0693069,-0.009901
0.09,0.47,0.118812,0.0792079,0.0396041
0.09,0.48,0.0891089,0.0990099,-0.009901
0.09,0.49,0.0792079,0.0693069,0.009901
0.09,0.5,0.118812,0.0594059,0.0594061
0.09,0.51,0.019802,0.0594059,-0.0396039
0.09,0.52,0.0594059,0.138614,-0.0792081
0.09,0.53,0.049505,0.049505,0
0.09,0.54,0.049505,0.049505,0
0.09,0.55,0.019802,0.0693069,-0.0495049
0.09,0.56,0.0693069,0.0594059,0.009901
0.09,0.57,0.0594059,0.128713,-0.0693071
0.09,0.58,0.0693069,0.029703,0.0396039
0.09,0.59,0.049505,0.039604,0.009901
0.09,0.6,0.039604,0.0693069,-0.0297029
0.09,0.61,0.039604,0.0693069,-0.0297029
0.09,0.62,0.0594059,0.029703,0.0297029
0.09,0.63,0.019802,0.039604,-0.019802
0.09,0.64,0.029703,0,0.029703
0.09,0.65,0.00990099,0.029703,-0.01980201
0.09,0.66,0.029703,0.019802,0.009901
0.09,0.67,0.039604,0.00990099,0.02970301
0.09,0.68,0.019802,0.00990099,0.00990101
0.09,0.69,0,0.00990099,-0.00990099
0.09,0.7,0.029703,0.019802,0.009901
0.09,0.71,0.029703,0.039604,-0.009901
0.09,0.72,0.019802,0,0.019802
0.09,0.73,0,0.00990099,-0.00990099
0.09,0.74,0.019802,0.0693069,-0.0495049
0.09,0.75,0.00990099,0.00990099,0
0.09,0.76,0,0.029703,-0.029703
0.09,0.77,0,0.00990099,-0.00990099
0.09,0.78,0.00990099,0.019802,-0.00990101
0.09,0.79,0,0.029703,-0.029703
0.09,0.8,0.00990099,0.00990099,0
0.09,0.81,0.00990099,0.00990099,0
0.09,0.82,0.00990099,0.00990099,0
0.09,0.83,0,0.00990099,-0.00990099
0.09,0.84,0,0.00990099,-0.00990099
0.09,0.85,0.00990099,0.00990099,0
0.09,0.86,0.019802,0,0.019802
0.09,0.87,0.00990099,0,0.00990099
0.09,0.88,0,0.00990099,-0.00990099
0.09,0.89,0,0,0
0.09,0.9,0,0.00990099,-0.00990099
0.09,0.91,0,0,0
0.09,0.92,0,0,0
0.09,0.93,0,0,0
0.09,0.94,0,0.00990099,-0.00990099
0.09,0.95,0,0,0
0.09,0.96,0,0,0
0.09,0.97,0,0,0
0.09,0.98,0,0.00990099,-0.00990099
0.09,0.99,0,0,0
0.1,0,1,1,0
0.1,0.01,0.920792,0.930693,-0.009901
0.1,0.02,0.881188,0.851485,0.029703
0.1,0.03,0.831683,0.792079,0.039604
0.1,0.04,0.732673,0.732673,0
0.1,0.05,0.653465,0.792079,-0.138614
0.1,0.06,0.673267,0.693069,-0.019802
0.1,0.07,0.613861,0.465347,0.148514
0.1,0.08,0.574257,0.514851,0.059406
0.1,0.09,0.49505,0.564356,-0.069306
0.1,0.1,0.544554,0.50495,0.039604
0.1,0.11,0.485149,0.524752,-0.039603
0.1,0.12,0.455446,0.485149,-0.029703
0.1,0.13,0.287129,0.386139,-0.09901
0.1,0.14,0.415842,0.39604,0.019802
0.1,0.15,0.386139,0.376238,0.009901
0.1,0.16,0.29703,0.356436,-0.059406
0.1,0.17,0.277228,0.39604,-0.118812
0.1,0.18,0.336634,0.39604,-0.059406
0.1,0.19,0.267327,0.257426,0.009901
0.1,0.2,0.277228,0.247525,0.029703
0.1,0.21,0.29703,0.306931,-0.009901
0.1,0.22,0.267327,0.29703,-0.029703
0.1,0.23,0.237624,0.287129,-0.049505
0.1,0.24,0.237624,0.306931,-0.069307
0.1,0.25,0.207921,0.267327,-0.059406
0.1,0.26,0.168317,0.277228,-0.108911
0.1,0.27,0.19802,0.207921,-0.009901
0.1,0.28,0.188119,0.247525,-0.059406
0.1,0.29,0.207921,0.207921,0
0.1,0.3,0.158416,0.217822,-0.059406
0.1,0.31,0.158416,0.128713,0.029703
0.1,0.32,0.188119,0.178218,0.009901
0.1,0.33,0.108911,0.128713,-0.019802
0.1,0.34,0.148515,0.0891089,0.0594061
0.1,0.35,0.19802,0.19802,0
0.1,0.36,0.0990099,0.138614,-0.0396041
0.1,0.37,0.0891089,0.0594059,0.029703
0.1,0.38,0.0891089,0.158416,-0.0693071
0.1,0.39,0.0792079,0.108911,-0.0297031
0.1,0.4,0.0891089,0.108911,-0.0198021
0.1,0.41,0.0693069,0.108911,-0.0396041
0.1,0.42,0.0693069,0.128713,-0.0594061
0.1,0.43,0.0990099,0.118812,-0.0198021
0.1,0.44,0.0792079,0.0792079,0
0.1,0.45,0.0990099,0.0792079,0.019802
0.1,0.46,0.108911,0.0792079,0.0297031
0.1,0.47,0.138614,0.0891089,0.0495051
0.1,0.48,0.0891089,0.049505,0.0396039
0.1,0.49,0.0891089,0.0990099,-0.009901
0.1,0.5,0.0693069,0.0792079,-0.009901
0.1,0.51,0.0594059,0.0693069,-0.009901
0.1,0.52,0.0891089,0.019802,0.0693069
0.1,0.53,0.0693069,0.049505,0.0198019
0.1,0.54,0.0594059,0.039604,0.0198019
0.1,0.55,0.049505,0.0693069,-0.0198019
0.1,0.56,0.0792079,0.0594059,0.019802
0.1,0.57,0.039604,0.039604,0
0.1,0.58,0.039604,0.0693069,-0.0297029
0.1,0.59,0.019802,0.0594059,-0.0396039
0.1,0.6,0.0594059,0.0594059,0
0.1,0.61,0.0594059,0,0.0594059
0.1,0.62,0.0792079,0.029703,0.0495049
0.1,0.63,0.029703,0.0594059,-0.0297029
0.1,0.64,0.019802,0.039604,-0.019802
0.1,0.65,0.0594059,0.019802,0.0396039
0.1,0.66,0.019802,0.00990099,0.00990101
0.1,0.67,0.029703,0.019802,0.009901
0.1,0.68,0.029703,0.019802,0.009901
0.1,0.69,0.039604,0.029703,0.009901
0.1,0.7,0.00990099,0,0.00990099
0.1,0.71,0.029703,0.029703,0
0.1,0.72,0.00990099,0.019802,-0.00990101
0.1,0.73,0.019802,0,0.019802
0.1,0.74,0.039604,0.00990099,0.02970301
0.1,0.75,0.019802,0.00990099,0.00990101
0.1,0.76,0.00990099,0.029703,-0.01980201
0.1,0.77,0.019802,0.019802,0
0.1,0.78,0.00990099,0.019802,-0.00990101
0.1,0.79,0.039604,0.00990099,0.02970301
0.1,0.8,0.029703,0.019802,0.009901
0.1,0.81,0.019802,0,0.019802
0.1,0.82,0.019802,0.019802,0
0.1,0.83,0.00990099,0.00990099,0
0.1,0.84,0,0.00990099,-0.00990099
0.1,0.85,0.00990099,0.00990099,0
0.1,0.86,0.019802,0.019802,0
0.1,0.87,0.019802,0.00990099,0.00990101
0.1,0.88,0.00990099,0.019802,-0.00990101
0.1,0.89,0,0,0
0.1,0.9,0,0,0
0.1,0.91,0.00990099,0,0.00990099
0.1,0.92,0,0.019802,-0.019802
0.1,0.93,0,0,0
0.1,0.94,0,0,0
0.1,0.95,0,0,0
0.1,0.96,0.00990099,0,0.00990099
0.1,0.97,0,0,0
0.1,0.98,0,0,0
0.1,0.99,0,0,0
0.11,0,1,1,0
0.11,0.01,0.960396,0.920792,0.039604
0.11,0.02,0.831683,0.881188,-0.049505
0.11,0.03,0.792079,0.821782,-0.029703
0.11,0.04,0.742574,0.742574,0
0.11,0.05,0.70297,0.732673,-0.029703
0.11,0.06,0.722772,0.673267,0.049505
0.11,0.07,0.544554,0.653465,-0.108911
0.11,0.08,0.60396,0.623762,-0.019802
0.11,0.09,0.584158,0.633663,-0.049505
0.11,0.1,0.544554,0.386139,0.158415
0.11,0.11,0.534653,0.465347,0.069306
0.11,0.12,0.514851,0.475248,0.039603
0.11,0.13,0.455446,0.524752,-0.069306
0.11,0.14,0.415842,0.465347,-0.049505
0.11,0.15,0.376238,0.435644,-0.059406
0.11,0.16,0.376238,0.465347,-0.089109
0.11,0.17,0.386139,0.356436,0.029703
0.11,0.18,0.306931,0.415842,-0.108911
0.11,0.19,0.346535,0.277228,0.069307
0.11,0.2,0.326733,0.306931,0.019802
0.11,0.21,0.257426,0.316832,-0.059406
0.11,0.22,0.237624,0.376238,-0.138614
0.11,0.23,0.217822,0.287129,-0.069307
0.11,0.24,0.217822,0.287129,-0.069307
0.11,0.25,0.277228,0.247525,0.029703
0.11,0.26,0.19802,0.316832,-0.118812
0.11,0.27,0.257426,0.227723,0.029703
0.11,0.28,0.247525,0.227723,0.019802
0.11,0.29,0.247525,0.158416,0.089109
0.11,0.3,0.247525,0.188119,0.059406
0.11,0.31,0.207921,0.19802,0.009901
0.11,0.32,0.128713,0.178218,-0.049505
0.11,0.33,0.138614,0.178218,-0.039604
0.11,0.34,0.19802,0.168317,0.029703
0.11,0.35,0.178218,0.158416,0.019802
0.11,0.36,0.128713,0.158416,-0.029703
0.11,0.37,0.148515,0.118812,0.029703
0.11,0.38,0.118812,0.168317,-0.049505
0.11,0.39,0.148515,0.0891089,0.0594061
0.11,0.4,0.168317,0.178218,-0.009901
0.11,0.41,0.118812,0.138614,-0.019802
0.11,0.42,0.118812,0.0990099,0.0198021
0.11,0.43,0.148515,0.118812,0.029703
0.11,0.44,0.128713,0.158416,-0.029703
0.11,0.45,0.128713,0.0891089,0.0396041
0.11,0.46,0.128713,0.0693069,0.0594061
0.11,0.47,0.138614,0.118812,0.019802
0.11,0.48,0.0990099,0.0990099,0
0.11,0.49,0.158416,0.0990099,0.0594061
0.11,0.5,0.0891089,0.0990099,-0.009901
0.11,0.51,0.118812,0.039604,0.079208
0.11,0.52,0.118812,0.049505,0.069307
0.11,0.53,0.049505,0.029703,0.019802
0.11,0.54,0.049505,0.0990099,-0.0495049
0.11,0.55,0.0693069,0.0693069,0
0.11,0.56,0.039604,0.0792079,-0.0396039
0.11,0.57,0.0990099,0.029703,0.0693069
0.11,0.58,0.019802,0.049505,-0.029703
0.11,0.59,0.049505,0.049505,0
0.11,0.6,0.029703,0.049505,-0.019802
0.11,0.61,0.0792079,0.019802,0.0594059
0.11,0.62,0.0594059,0.0594059,0
0.11,0.63,0.039604,0.049505,-0.009901
0.11,0.64,0.039604,0.00990099,0.02970301
0.11,0.65,0.029703,0.039604,-0.009901
0.11,0.66,0.029703,0.049505,-0.019802
0.11,0.67,0.039604,0.0594059,-0.0198019
0.11,0.68,0.00990099,0.00990099,0
0.11,0.69,0.039604,0.029703,0.009901
0.11,0.7,0.0594059,0.039604,0.0198019
0.11,0.71,0.00990099,0.019802,-0.00990101
0.11,0.72,0,0.019802,-0.019802
0.11,0.73,0.019802,0.029703,-0.009901
0.11,0.74,0,0.019802,-0.019802
0.11,0.75,0.019802,0,0.019802
0.11,0.76,0.00990099,0.029703,-0.01980201
0.11,0.77,0.039604,0.029703,0.009901
0.11,0.78,0.00990099,0.039604,-0.02970301
0.11,0.79,0.019802,0.00990099,0.00990101
0.11,0.8,0.00990099,0.029703,-0.01980201
0.11,0.81,0.019802,0.00990099,0.00990101
0.11,0.82,0,0,0
0.11,0.83,0.00990099,0,0.00990099
0.11,0.84,0,0.00990099,-0.00990099
0.11,0.85,0.00990099,0.00990099,0
0.11,0.86,0,0.00990099,-0.00990099
0.11,0.87,0.049505,0,0.049505
0.11,0.88,0.00990099,0,0.00990099
0.11,0.89,0.00990099,0.019802,-0.00990101
0.11,0.9,0,0,0
0.11,0.91,0.00990099,0,0.00990099
0.11,0.92,0.00990099,0,0.00990099
0.11,0.93,0,0,0
0.11,0.94,0,0,0
0.11,0.95,0.00990099,0,0.00990099
0.11,0.96,0,0.00990099,-0.00990099
0.11,0.97,0,0,0
0.11,0.98,0,0,0
0.11,0.99,0,0,0
0.12,0,1,1,0
0.12,0.01,0.950495,0.920792,0.029703
0.12,0.02,0.851485,0.910891,-0.059406
0.12,0.03,0.792079,0.80198,-0.009901
0.12,0.04,0.722772,0.831683,-0.108911
0.12,0.05,0.712871,0.712871,0
0.12,0.06,0.683168,0.683168,0
0.12,0.07,0.643564,0.633663,0.009901
0.12,0.08,0.643564,0.623762,0.019802
0.12,0.09,0.584158,0.524752,0.059406
0.12,0.1,0.534653,0.623762,-0.089109
0.12,0.11,0.554455,0.465347,0.089108
0.12,0.12,0.574257,0.445545,0.128712
0.12,0.13,0.485149,0.455446,0.029703
0.12,0.14,0.455446,0.435644,0.019802
0.12,0.15,0.386139,0.415842,-0.029703
0.12,0.16,0.455446,0.425743,0.029703
0.12,0.17,0.366337,0.415842,-0.049505
0.12,0.18,0.376238,0.336634,0.039604
0.12,0.19,0.386139,0.465347,-0.079208
0.12,0.2,0.29703,0.386139,-0.089109
0.12,0.21,0.29703,0.247525,0.049505
0.12,0.22,0.386139,0.247525,0.138614
0.12,0.23,0.306931,0.267327,0.039604
0.12,0.24,0.326733,0.306931,0.019802
0.12,0.25,0.29703,0.227723,0.069307
0.12,0.26,0.29703,0.207921,0.089109
0.12,0.27,0.287129,0.287129,0
0.12,0.28,0.227723,0.217822,0.009901
0.12,0.29,0.257426,0.267327,-0.009901
0.12,0.3,0.237624,0.247525,-0.009901
0.12,0.31,0.247525,0.267327,-0.019802
0.12,0.32,0.168317,0.188119,-0.019802
0.12,0.33,0.19802,0.168317,0.029703
0.12,0.34,0.138614,0.138614,0
0.12,0.35,0.237624,0.247525,-0.009901
0.12,0.36,0.188119,0.108911,0.079208
0.12,0.37,0.0990099,0.227723,-0.1287131
0.12,0.38,0.158416,0.257426,-0.09901
0.12,0.39,0.188119,0.118812,0.069307
0.12,0.4,0.148515,0.188119,-0.039604
0.12,0.41,0.0891089,0.188119,-0.0990101
0.12,0.42,0.178218,0.148515,0.029703
0.12,0.43,0.118812,0.108911,0.009901
0.12,0.44,0.118812,0.128713,-0.009901
0.12,0.45,0.138614,0.118812,0.019802
0.12,0.46,0.0990099,0.0891089,0.009901
0.12,0.47,0.158416,0.0594059,0.0990101
0.12,0.48,0.0891089,0.0891089,0
0.12,0.49,0.0990099,0.0990099,0
0.12,0.5,0.0990099,0.0891089,0.009901
0.12,0.51,0.049505,0.128713,-0.079208
0.12,0.52,0.049505,0.0891089,-0.0396039
0.12,0.53,0.0792079,0.0792079,0
0.12,0.54,0.0594059,0.039604,0.0198019
0.12,0.55,0.0693069,0.108911,-0.0396041
0.12,0.56,0.0693069,0.029703,0.0396039
0.12,0.57,0.0792079,0.0693069,0.009901
0.12,0.58,0.0693069,0.0792079,-0.009901
0.12,0.59,0.0693069,0.039604,0.0297029
0.12,0.6,0.029703,0.0891089,-0.0594059
0.12,0.61,0.0891089,0.039604,0.0495049
0.12,0.62,0.049505,0.039604,0.009901
0.12,0.63,0.0594059,0.00990099,0.04950491
0.12,0.64,0.0693069,0.039604,0.0297029
0.12,0.65,0.029703,0.0693069,-0.0396039
0.12,0.66,0.0693069,0.049505,0.0198019
0.12,0.67,0.019802,0.019802,0
0.12,0.68,0.049505,0.0594059,-0.0099009
0.12,0.69,0.00990099,0.0594059,-0.04950491
0.12,0.7,0.039604,0.0594059,-0.0198019
0.12,0.71,0.029703,0.0891089,-0.0594059
0.12,0.72,0.019802,0.039604,-0.019802
0.12,0.73,0.029703,0.049505,-0.019802
0.12,0.74,0.039604,0.019802,0.019802
0.12,0.75,0.029703,0.039604,-0.009901
0.12,0.76,0.019802,0.029703,-0.009901
0.12,0.77,0.0594059,0.029703,0.0297029
0.12,0.78,0.00990099,0.029703,-0.01980201
0.12,0.79,0,0.039604,-0.039604
0.12,0.8,0.019802,0.019802,0
0.12,0.81,0,0.00990099,-0.00990099
0.12,0.82,0.029703,0.039604,-0.009901
0.12,0.83,0,0.00990099,-0.00990099
0.12,0.84,0.019802,0.00990099,0.00990101
0.12,0.85,0.00990099,0.00990099,0
0.12,0.86,0.019802,0,0.019802
0.12,0.87,0.00990099,0.00990099,0
0.12,0.88,0.00990099,0,0.00990099
0.12,0.89,0,0,0
0.12,0.9,0.00990099,0,0.00990099
0.12,0.91,0.00990099,0,0.00990099
0.12,0.92,0,0,0
0.12,0.93,0,0.00990099,-0.00990099
0.12,0.94,0,0.019802,-0.019802
0.12,0.95,0,0,0
0.12,0.96,0,0,0
0.12,0.97,0,0,0
0.12,0.98,0,0,0
0.12,0.99,0,0,0
0.13,0,1,1,0
0.13,0.01,0.90099,0.910891,-0.009901
0.13,0.02,0.940594,0.950495,-0.009901
0.13,0.03,0.841584,0.782178,0.059406
0.13,0.04,0.792079,0.782178,0.009901
0.13,0.05,0.782178,0.811881,-0.029703
0.13,0.06,0.732673,0.673267,0.059406
0.13,0.07,0.742574,0.70297,0.039604
0.13,0.08,0.633663,0.693069,-0.059406
0.13,0.09,0.693069,0.524752,0.168317
0.13,0.1,0.554455,0.524752,0.029703
0.13,0.11,0.554455,0.564356,-0.009901
0.13,0.12,0.564356,0.485149,0.079207
0.13,0.13,0.564356,0.534653,0.029703
0.13,0.14,0.445545,0.514851,-0.069306
0.13,0.15,0.445545,0.435644,0.009901
0.13,0.16,0.366337,0.405941,-0.039604
0.13,0.17,0.386139,0.39604,-0.009901
0.13,0.18,0.386139,0.405941,-0.019802
0.13,0.19,0.386139,0.326733,0.059406
0.13,0.2,0.336634,0.356436,-0.019802
0.13,0.21,0.267327,0.39604,-0.128713
0.13,0.22,0.326733,0.29703,0.029703
0.13,0.23,0.29703,0.346535,-0.049505
