pa,pb,a wins
0.75,0.11,0.950495
0.75,0.12,0.980198
0.75,0.13,0.990099
0.75,0.14,0.960396
0.75,0.15,0.990099
0.75,0.16,0.970297
0.75,0.17,0.930693
0.75,0.18,0.970297
0.75,0.19,0.960396
0.75,0.2,0.891089
0.75,0.21,0.940594
0.75,0.22,0.920792
0.75,0.23,0.960396
0.75,0.24,0.90099
0.75,0.25,0.920792
0.75,0.26,0.940594
0.75,0.27,0.930693
0.75,0.28,0.920792
0.75,0.29,0.940594
0.75,0.3,0.940594
0.75,0.31,0.90099
0.75,0.32,0.910891
0.75,0.33,0.90099
0.75,0.34,0.90099
0.75,0.35,0.871287
0.75,0.36,0.90099
0.75,0.37,0.792079
0.75,0.38,0.871287
0.75,0.39,0.920792
0.75,0.4,0.851485
0.75,0.41,0.871287
0.75,0.42,0.821782
0.75,0.43,0.891089
0.75,0.44,0.831683
0.75,0.45,0.871287
0.75,0.46,0.772277
0.75,0.47,0.722772
0.75,0.48,0.752475
0.75,0.49,0.772277
0.75,0.5,0.683168
0.75,0.51,0.762376
0.75,0.52,0.782178
0.75,0.53,0.831683
0.75,0.54,0.752475
0.75,0.55,0.792079
0.75,0.56,0.722772
0.75,0.57,0.772277
0.75,0.58,0.683168
0.75,0.59,0.663366
0.75,0.6,0.653465
0.75,0.61,0.722772
0.75,0.62,0.564356
0.75,0.63,0.663366
0.75,0.64,0.663366
0.75,0.65,0.683168
0.75,0.66,0.643564
0.75,0.67,0.594059
0.75,0.68,0.633663
0.75,0.69,0.534653
0.75,0.7,0.594059
0.75,0.71,0.653465
0.75,0.72,0.574257
0.75,0.73,0.485149
0.75,0.74,0.485149
0.75,0.75,0.564356
0.75,0.76,0.445545
0.75,0.77,0.485149
0.75,0.78,0.524752
0.75,0.79,0.445545
0.75,0.8,0.366337
0.75,0.81,0.39604
0.75,0.82,0.39604
0.75,0.83,0.386139
0.75,0.84,0.326733
0.75,0.85,0.346535
0.75,0.86,0.267327
0.75,0.87,0.336634
0.75,0.88,0.346535
0.75,0.89,0.19802
0.75,0.9,0.257426
0.75,0.91,0.227723
0.75,0.92,0.128713
0.75,0.93,0.0693069
0.75,0.94,0.0990099
0.75,0.95,0.0693069
0.75,0.96,0.118812
0.75,0.97,0.049505
0.75,0.98,0.039604
0.75,0.99,0.019802
0.76,0,1
0.76,0.01,1
0.76,0.02,0.990099
0.76,0.03,1
0.76,0.04,0.990099
0.76,0.05,1
0.76,0.06,1
0.76,0.07,1
0.76,0.08,0.990099
0.76,0.09,0.980198
0.76,0.1,0.990099
0.76,0.11,0.970297
0.76,0.12,0.980198
0.76,0.13,0.980198
0.76,0.14,0.940594
0.76,0.15,1
0.76,0.16,0.960396
0.76,0.17,0.990099
0.76,0.18,0.960396
0.76,0.19,0.960396
0.76,0.2,0.960396
0.76,0.21,0.970297
0.76,0.22,0.970297
0.76,0.23,0.910891
0.76,0.24,0.930693
0.76,0.25,0.980198
0.76,0.26,0.891089
0.76,0.27,0.940594
0.76,0.28,0.930693
0.76,0.29,0.920792
0.76,0.3,0.831683
0.76,0.31,0.851485
0.76,0.32,0.930693
0.76,0.33,0.920792
0.76,0.34,0.90099
0.76,0.35,0.90099
0.76,0.36,0.871287
0.76,0.37,0.940594
0.76,0.38,0.891089
0.76,0.39,0.90099
0.76,0.4,0.910891
0.76,0.41,0.861386
0.76,0.42,0.831683
0.76,0.43,0.90099
0.76,0.44,0.772277
0.76,0.45,0.861386
0.76,0.46,0.851485
0.76,0.47,0.732673
0.76,0.48,0.871287
0.76,0.49,0.821782
0.76,0.5,0.831683
0.76,0.51,0.821782
0.76,0.52,0.762376
0.76,0.53,0.80198
0.76,0.54,0.811881
0.76,0.55,0.742574
0.76,0.56,0.732673
0.76,0.57,0.693069
0.76,0.58,0.772277
0.76,0.59,0.683168
0.76,0.6,0.712871
0.76,0.61,0.712871
0.76,0.62,0.712871
0.76,0.63,0.683168
0.76,0.64,0.584158
0.76,0.65,0.683168
0.76,0.66,0.594059
0.76,0.67,0.712871
0.76,0.68,0.534653
0.76,0.69,0.60396
0.76,0.7,0.643564
0.76,0.71,0.564356
0.76,0.72,0.574257
0.76,0.73,0.574257
0.76,0.74,0.584158
0.76,0.75,0.564356
0.76,0.76,0.445545
0.76,0.77,0.445545
0.76,0.78,0.485149
0.76,0.79,0.356436
0.76,0.8,0.435644
0.76,0.81,0.39604
0.76,0.82,0.435644
0.76,0.83,0.376238
0.76,0.84,0.386139
0.76,0.85,0.376238
0.76,0.86,0.287129
0.76,0.87,0.207921
0.76,0.88,0.237624
0.76,0.89,0.217822
0.76,0.9,0.19802
0.76,0.91,0.227723
0.76,0.92,0.148515
0.76,0.93,0.148515
0.76,0.94,0.207921
0.76,0.95,0.158416
0.76,0.96,0.049505
0.76,0.97,0.0594059
0.76,0.98,0.029703
0.76,0.99,0.029703
0.77,0,1
0.77,0.01,1
0.77,0.02,1
0.77,0.03,1
0.77,0.04,1
0.77,0.05,1
0.77,0.06,1
0.77,0.07,1
0.77,0.08,0.980198
0.77,0.09,0.980198
0.77,0.1,0.970297
0.77,0.11,0.980198
0.77,0.12,0.940594
0.77,0.13,0.990099
0.77,0.14,0.990099
0.77,0.15,0.970297
0.77,0.16,0.970297
0.77,0.17,0.960396
0.77,0.18,0.930693
0.77,0.19,0.950495
0.77,0.2,0.970297
0.77,0.21,0.970297
0.77,0.22,0.980198
0.77,0.23,0.940594
0.77,0.24,0.920792
0.77,0.25,0.940594
0.77,0.26,0.990099
0.77,0.27,0.920792
0.77,0.28,0.940594
0.77,0.29,0.960396
0.77,0.3,0.940594
0.77,0.31,0.920792
0.77,0.32,0.920792
0.77,0.33,0.90099
0.77,0.34,0.960396
0.77,0.35,0.920792
0.77,0.36,0.910891
0.77,0.37,0.920792
0.77,0.38,0.90099
0.77,0.39,0.841584
0.77,0.4,0.910891
0.77,0.41,0.861386
0.77,0.42,0.871287
0.77,0.43,0.90099
0.77,0.44,0.792079
0.77,0.45,0.851485
0.77,0.46,0.811881
0.77,0.47,0.821782
0.77,0.48,0.792079
0.77,0.49,0.841584
0.77,0.5,0.821782
0.77,0.51,0.792079
0.77,0.52,0.811881
0.77,0.53,0.841584
0.77,0.54,0.762376
0.77,0.55,0.762376
0.77,0.56,0.782178
0.77,0.57,0.742574
0.77,0.58,0.772277
0.77,0.59,0.673267
0.77,0.6,0.693069
0.77,0.61,0.693069
0.77,0.62,0.693069
0.77,0.63,0.70297
0.77,0.64,0.683168
0.77,0.65,0.70297
0.77,0.66,0.643564
0.77,0.67,0.673267
0.77,0.68,0.663366
0.77,0.69,0.584158
0.77,0.7,0.524752
0.77,0.71,0.485149
0.77,0.72,0.574257
0.77,0.73,0.564356
0.77,0.74,0.544554
0.77,0.75,0.554455
0.77,0.76,0.544554
0.77,0.77,0.594059
0.77,0.78,0.386139
0.77,0.79,0.39604
0.77,0.8,0.49505
0.77,0.81,0.435644
0.77,0.82,0.405941
0.77,0.83,0.356436
0.77,0.84,0.445545
0.77,0.85,0.336634
0.77,0.86,0.435644
0.77,0.87,0.386139
0.77,0.88,0.316832
0.77,0.89,0.29703
0.77,0.9,0.287129
0.77,0.91,0.247525
0.77,0.92,0.247525
0.77,0.93,0.148515
0.77,0.94,0.19802
0.77,0.95,0.128713
0.77,0.96,0.0990099
0.77,0.97,0.0693069
0.77,0.98,0.00990099
0.77,0.99,0.019802
0.78,0,1
0.78,0.01,1
0.78,0.02,1
0.78,0.03,0.990099
0.78,0.04,1
0.78,0.05,0.980198
0.78,0.06,1
0.78,0.07,0.980198
0.78,0.08,0.990099
0.78,0.09,1
0.78,0.1,0.960396
0.78,0.11,0.990099
0.78,0.12,0.980198
0.78,0.13,1
0.78,0.14,0.970297
0.78,0.15,0.980198
0.78,0.16,0.960396
0.78,0.17,0.950495
0.78,0.18,0.970297
0.78,0.19,0.970297
0.78,0.2,0.960396
0.78,0.21,0.970297
0.78,0.22,0.970297
0.78,0.23,0.960396
0.78,0.24,0.940594
0.78,0.25,0.970297
0.78,0.26,0.950495
0.78,0.27,0.950495
0.78,0.28,0.970297
0.78,0.29,0.910891
0.78,0.3,0.940594
0.78,0.31,0.930693
0.78,0.32,0.930693
0.78,0.33,0.90099
0.78,0.34,0.960396
0.78,0.35,0.950495
0.78,0.36,0.881188
0.78,0.37,0.910891
0.78,0.38,0.910891
0.78,0.39,0.861386
0.78,0.4,0.821782
0.78,0.41,0.811881
0.78,0.42,0.861386
0.78,0.43,0.841584
0.78,0.44,0.871287
0.78,0.45,0.811881
0.78,0.46,0.841584
0.78,0.47,0.891089
0.78,0.48,0.851485
0.78,0.49,0.742574
0.78,0.5,0.811881
0.78,0.51,0.762376
0.78,0.52,0.811881
0.78,0.53,0.663366
0.78,0.54,0.782178
0.78,0.55,0.70297
0.78,0.56,0.732673
0.78,0.57,0.732673
0.78,0.58,0.70297
0.78,0.59,0.752475
0.78,0.6,0.732673
0.78,0.61,0.712871
0.78,0.62,0.762376
0.78,0.63,0.693069
0.78,0.64,0.752475
0.78,0.65,0.683168
0.78,0.66,0.643564
0.78,0.67,0.712871
0.78,0.68,0.554455
0.78,0.69,0.643564
0.78,0.7,0.623762
0.78,0.71,0.564356
0.78,0.72,0.643564
0.78,0.73,0.524752
0.78,0.74,0.594059
0.78,0.75,0.633663
0.78,0.76,0.514851
0.78,0.77,0.544554
0.78,0.78,0.49505
0.78,0.79,0.455446
0.78,0.8,0.475248
0.78,0.81,0.554455
0.78,0.82,0.336634
0.78,0.83,0.415842
0.78,0.84,0.435644
0.78,0.85,0.386139
0.78,0.86,0.326733
0.78,0.87,0.336634
0.78,0.88,0.326733
0.78,0.89,0.267327
0.78,0.9,0.29703
0.78,0.91,0.19802
0.78,0.92,0.168317
0.78,0.93,0.168317
0.78,0.94,0.138614
0.78,0.95,0.178218
0.78,0.96,0.0594059
0.78,0.97,0.0891089
0.78,0.98,0.029703
0.78,0.99,0
0.79,0,1
0.79,0.01,1
0.79,0.02,1
0.79,0.03,0.990099
0.79,0.04,1
0.79,0.05,1
0.79,0.06,0.990099
0.79,0.07,1
0.79,0.08,1
0.79,0.09,0.990099
0.79,0.1,0.980198
0.79,0.11,0.990099
0.79,0.12,0.990099
0.79,0.13,0.970297
0.79,0.14,0.990099
0.79,0.15,0.990099
0.79,0.16,0.950495
0.79,0.17,0.980198
0.79,0.18,0.960396
0.79,0.19,0.950495
0.79,0.2,0.940594
0.79,0.21,0.980198
0.79,0.22,0.960396
0.79,0.23,0.930693
0.79,0.24,0.960396
0.79,0.25,0.930693
0.79,0.26,0.940594
0.79,0.27,0.930693
0.79,0.28,0.910891
0.79,0.29,0.950495
0.79,0.3,0.90099
0.79,0.31,0.960396
0.79,0.32,0.861386
0.79,0.33,0.881188
0.79,0.34,0.950495
0.79,0.35,0.891089
0.79,0.36,0.920792
0.79,0.37,0.90099
0.79,0.38,0.930693
0.79,0.39,0.891089
0.79,0.4,0.861386
0.79,0.41,0.861386
0.79,0.42,0.90099
0.79,0.43,0.871287
0.79,0.44,0.881188
0.79,0.45,0.811881
0.79,0.46,0.871287
0.79,0.47,0.782178
0.79,0.48,0.831683
0.79,0.49,0.841584
0.79,0.5,0.762376
0.79,0.51,0.831683
0.79,0.52,0.782178
0.79,0.53,0.782178
0.79,0.54,0.811881
0.79,0.55,0.762376
0.79,0.56,0.851485
0.79,0.57,0.772277
0.79,0.58,0.712871
0.79,0.59,0.782178
0.79,0.6,0.643564
0.79,0.61,0.712871
0.79,0.62,0.742574
0.79,0.63,0.70297
0.79,0.64,0.643564
0.79,0.65,0.712871
0.79,0.66,0.623762
0.79,0.67,0.693069
0.79,0.68,0.722772
0.79,0.69,0.60396
0.79,0.7,0.60396
0.79,0.71,0.584158
0.79,0.72,0.613861
0.79,0.73,0.643564
0.79,0.74,0.554455
0.79,0.75,0.613861
0.79,0.76,0.60396
0.79,0.77,0.584158
0.79,0.78,0.49505
0.79,0.79,0.524752
0.79,0.8,0.465347
0.79,0.81,0.485149
0.79,0.82,0.465347
0.79,0.83,0.415842
0.79,0.84,0.425743
0.79,0.85,0.336634
0.79,0.86,0.287129
0.79,0.87,0.316832
0.79,0.88,0.306931
0.79,0.89,0.306931
0.79,0.9,0.267327
0.79,0.91,0.29703
0.79,0.92,0.287129
0.79,0.93,0.207921
0.79,0.94,0.217822
0.79,0.95,0.178218
0.79,0.96,0.0891089
0.79,0.97,0.0693069
0.79,0.98,0.0792079
0.79,0.99,0.039604
0.8,0,1
0.8,0.01,1
0.8,0.02,0.990099
0.8,0.03,1
0.8,0.04,0.980198
0.8,0.05,1
0.8,0.06,0.990099
0.8,0.07,0.970297
0.8,0.08,1
0.8,0.09,1
0.8,0.1,1
0.8,0.11,0.980198
0.8,0.12,0.970297
0.8,0.13,0.990099
0.8,0.14,0.990099
0.8,0.15,1
0.8,0.16,0.940594
0.8,0.17,0.980198
0.8,0.18,0.970297
0.8,0.19,0.980198
0.8,0.2,0.930693
0.8,0.21,1
0.8,0.22,0.950495
0.8,0.23,0.950495
0.8,0.24,0.960396
0.8,0.25,0.960396
0.8,0.26,0.940594
0.8,0.27,0.980198
0.8,0.28,0.940594
0.8,0.29,0.950495
0.8,0.3,0.920792
0.8,0.31,0.940594
0.8,0.32,0.940594
0.8,0.33,0.910891
0.8,0.34,0.920792
0.8,0.35,0.930693
0.8,0.36,0.920792
0.8,0.37,0.910891
0.8,0.38,0.920792
0.8,0.39,0.980198
0.8,0.4,0.930693
0.8,0.41,0.90099
0.8,0.42,0.891089
0.8,0.43,0.881188
0.8,0.44,0.831683
0.8,0.45,0.881188
0.8,0.46,0.811881
0.8,0.47,0.841584
0.8,0.48,0.881188
0.8,0.49,0.831683
0.8,0.5,0.792079
0.8,0.51,0.821782
0.8,0.52,0.80198
0.8,0.53,0.782178
0.8,0.54,0.732673
0.8,0.55,0.80198
0.8,0.56,0.772277
0.8,0.57,0.742574
0.8,0.58,0.762376
0.8,0.59,0.732673
0.8,0.6,0.693069
0.8,0.61,0.673267
0.8,0.62,0.782178
0.8,0.63,0.643564
0.8,0.64,0.712871
0.8,0.65,0.683168
0.8,0.66,0.70297
0.8,0.67,0.683168
0.8,0.68,0.534653
0.8,0.69,0.613861
0.8,0.7,0.653465
0.8,0.71,0.633663
0.8,0.72,0.613861
0.8,0.73,0.514851
0.8,0.74,0.584158
0.8,0.75,0.50495
0.8,0.76,0.574257
0.8,0.77,0.524752
0.8,0.78,0.554455
0.8,0.79,0.574257
0.8,0.8,0.445545
0.8,0.81,0.386139
0.8,0.82,0.455446
0.8,0.83,0.455446
0.8,0.84,0.366337
0.8,0.85,0.405941
0.8,0.86,0.287129
0.8,0.87,0.455446
0.8,0.88,0.237624
0.8,0.89,0.306931
0.8,0.9,0.277228
0.8,0.91,0.227723
0.8,0.92,0.257426
0.8,0.93,0.188119
0.8,0.94,0.257426
0.8,0.95,0.158416
0.8,0.96,0.0891089
0.8,0.97,0.108911
0.8,0.98,0.0792079
0.8,0.99,0.019802
0.81,0,1
0.81,0.01,1
0.81,0.02,1
0.81,0.03,0.990099
0.81,0.04,0.990099
0.81,0.05,0.990099
0.81,0.06,1
0.81,0.07,1
0.81,0.08,0.990099
0.81,0.09,0.990099
0.81,0.1,1
0.81,0.11,0.990099
0.81,0.12,0.980198
0.81,0.13,0.990099
0.81,0.14,0.980198
0.81,0.15,0.960396
0.81,0.16,1
0.81,0.17,0.990099
0.81,0.18,0.960396
0.81,0.19,0.980198
0.81,0.2,0.990099
0.81,0.21,1
0.81,0.22,0.930693
0.81,0.23,1
0.81,0.24,0.980198
0.81,0.25,1
0.81,0.26,0.950495
0.81,0.27,0.980198
0.81,0.28,0.90099
0.81,0.29,0.970297
0.81,0.3,0.910891
0.81,0.31,0.930693
0.81,0.32,0.910891
0.81,0.33,0.950495
0.81,0.34,0.930693
0.81,0.35,0.920792
0.81,0.36,0.90099
0.81,0.37,0.90099
0.81,0.38,0.891089
0.81,0.39,0.910891
0.81,0.4,0.881188
0.81,0.41,0.930693
0.81,0.42,0.910891
0.81,0.43,0.90099
0.81,0.44,0.90099
0.81,0.45,0.861386
0.81,0.46,0.881188
0.81,0.47,0.881188
0.81,0.48,0.891089
0.81,0.49,0.851485
0.81,0.5,0.792079
0.81,0.51,0.861386
0.81,0.52,0.792079
0.81,0.53,0.861386
0.81,0.54,0.782178
0.81,0.55,0.881188
0.81,0.56,0.782178
0.81,0.57,0.811881
0.81,0.58,0.732673
0.81,0.59,0.811881
0.81,0.6,0.712871
0.81,0.61,0.811881
0.81,0.62,0.683168
0.81,0.63,0.792079
0.81,0.64,0.752475
0.81,0.65,0.693069
0.81,0.66,0.782178
0.81,0.67,0.60396
0.81,0.68,0.663366
0.81,0.69,0.693069
0.81,0.7,0.60396
0.81,0.71,0.663366
0.81,0.72,0.564356
0.81,0.73,0.613861
0.81,0.74,0.643564
0.81,0.75,0.554455
0.81,0.76,0.594059
0.81,0.77,0.574257
0.81,0.78,0.514851
0.81,0.79,0.50495
0.81,0.8,0.445545
0.81,0.81,0.455446
0.81,0.82,0.405941
0.81,0.83,0.554455
0.81,0.84,0.455446
0.81,0.85,0.336634
0.81,0.86,0.366337
0.81,0.87,0.366337
0.81,0.88,0.306931
0.81,0.89,0.227723
0.81,0.9,0.306931
0.81,0.91,0.346535
0.81,0.92,0.247525
0.81,0.93,0.217822
0.81,0.94,0.158416
0.81,0.95,0.178218
0.81,0.96,0.128713
0.81,0.97,0.128713
0.81,0.98,0.0594059
0.81,0.99,0.029703
0.82,0,1
0.82,0.01,1
0.82,0.02,1
0.82,0.03,1
0.82,0.04,1
0.82,0.05,1
0.82,0.06,1
0.82,0.07,1
0.82,0.08,1
0.82,0.09,0.990099
0.82,0.1,1
0.82,0.11,0.980198
0.82,0.12,1
0.82,0.13,0.990099
0.82,0.14,0.990099
0.82,0.15,1
0.82,0.16,0.990099
0.82,0.17,0.980198
0.82,0.18,0.990099
0.82,0.19,0.950495
0.82,0.2,0.960396
0.82,0.21,0.960396
0.82,0.22,0.990099
0.82,0.23,0.970297
0.82,0.24,0.940594
0.82,0.25,0.940594
0.82,0.26,0.960396
0.82,0.27,0.960396
0.82,0.28,0.970297
0.82,0.29,0.950495
0.82,0.3,0.940594
0.82,0.31,0.90099
0.82,0.32,0.960396
0.82,0.33,0.950495
0.82,0.34,0.920792
0.82,0.35,0.940594
0.82,0.36,0.90099
0.82,0.37,0.950495
0.82,0.38,0.891089
0.82,0.39,0.90099
0.82,0.4,0.90099
0.82,0.41,0.960396
0.82,0.42,0.90099
0.82,0.43,0.910891
0.82,0.44,0.851485
0.82,0.45,0.831683
0.82,0.46,0.90099
0.82,0.47,0.871287
0.82,0.48,0.910891
0.82,0.49,0.891089
0.82,0.5,0.871287
0.82,0.51,0.851485
0.82,0.52,0.782178
0.82,0.53,0.841584
0.82,0.54,0.871287
0.82,0.55,0.821782
0.82,0.56,0.821782
0.82,0.57,0.762376
0.82,0.58,0.811881
0.82,0.59,0.841584
0.82,0.6,0.762376
0.82,0.61,0.80198
0.82,0.62,0.80198
0.82,0.63,0.762376
0.82,0.64,0.683168
0.82,0.65,0.712871
0.82,0.66,0.742574
0.82,0.67,0.683168
0.82,0.68,0.762376
0.82,0.69,0.584158
0.82,0.7,0.683168
0.82,0.71,0.663366
0.82,0.72,0.693069
0.82,0.73,0.653465
0.82,0.74,0.643564
0.82,0.75,0.514851
0.82,0.76,0.584158
0.82,0.77,0.50495
0.82,0.78,0.544554
0.82,0.79,0.564356
0.82,0.8,0.485149
0.82,0.81,0.485149
0.82,0.82,0.534653
0.82,0.83,0.554455
0.82,0.84,0.425743
0.82,0.85,0.475248
0.82,0.86,0.465347
0.82,0.87,0.346535
0.82,0.88,0.336634
0.82,0.89,0.39604
0.82,0.9,0.326733
0.82,0.91,0.277228
0.82,0.92,0.287129
0.82,0.93,0.277228
0.82,0.94,0.118812
0.82,0.95,0.19802
0.82,0.96,0.0990099
0.82,0.97,0.029703
0.82,0.98,0.0891089
0.82,0.99,0.029703
0.83,0,1
0.83,0.01,1
0.83,0.02,1
0.83,0.03,1
0.83,0.04,1
0.83,0.05,1
0.83,0.06,0.980198
0.83,0.07,1
0.83,0.08,0.990099
0.83,0.09,0.990099
0.83,0.1,1
0.83,0.11,1
0.83,0.12,0.960396
0.83,0.13,0.980198
0.83,0.14,0.980198
0.83,0.15,0.960396
0.83,0.16,0.980198
0.83,0.17,0.960396
0.83,0.18,0.990099
0.83,0.19,0.960396
0.83,0.2,0.960396
0.83,0.21,0.970297
0.83,0.22,0.960396
0.83,0.23,0.960396
0.83,0.24,0.990099
0.83,0.25,0.950495
0.83,0.26,0.990099
0.83,0.27,0.970297
0.83,0.28,0.970297
0.83,0.29,0.940594
0.83,0.3,0.970297
0.83,0.31,0.950495
0.83,0.32,0.930693
0.83,0.33,0.920792
0.83,0.34,0.920792
0.83,0.35,0.930693
0.83,0.36,0.950495
0.83,0.37,0.930693
0.83,0.38,0.950495
0.83,0.39,0.910891
0.83,0.4,0.891089
0.83,0.41,0.891089
0.83,0.42,0.950495
0.83,0.43,0.881188
0.83,0.44,0.90099
0.83,0.45,0.910891
0.83,0.46,0.861386
0.83,0.47,0.881188
0.83,0.48,0.861386
0.83,0.49,0.891089
0.83,0.5,0.851485
0.83,0.51,0.851485
0.83,0.52,0.851485
0.83,0.53,0.891089
0.83,0.54,0.881188
0.83,0.55,0.861386
0.83,0.56,0.772277
0.83,0.57,0.762376
0.83,0.58,0.841584
0.83,0.59,0.732673
0.83,0.6,0.792079
0.83,0.61,0.782178
0.83,0.62,0.831683
0.83,0.63,0.752475
0.83,0.64,0.693069
0.83,0.65,0.752475
0.83,0.66,0.782178
0.83,0.67,0.683168
0.83,0.68,0.70297
0.83,0.69,0.712871
0.83,0.7,0.762376
0.83,0.71,0.712871
0.83,0.72,0.70297
0.83,0.73,0.643564
0.83,0.74,0.663366
0.83,0.75,0.683168
0.83,0.76,0.643564
0.83,0.77,0.60396
0.83,0.78,0.623762
0.83,0.79,0.50495
0.83,0.8,0.534653
0.83,0.81,0.544554
0.83,0.82,0.534653
0.83,0.83,0.485149
0.83,0.84,0.49505
0.83,0.85,0.455446
0.83,0.86,0.346535
0.83,0.87,0.425743
0.83,0.88,0.306931
0.83,0.89,0.386139
0.83,0.9,0.366337
0.83,0.91,0.346535
0.83,0.92,0.29703
0.83,0.93,0.287129
0.83,0.94,0.29703
0.83,0.95,0.178218
0.83,0.96,0.168317
0.83,0.97,0.108911
0.83,0.98,0.158416
0.83,0.99,0.039604
0.84,0,1
0.84,0.01,1
0.84,0.02,1
0.84,0.03,1
0.84,0.04,0.990099
0.84,0.05,0.990099
0.84,0.06,1
0.84,0.07,1
0.84,0.08,0.980198
0.84,0.09,0.990099
0.84,0.1,0.970297
0.84,0.11,0.970297
0.84,0.12,0.980198
0.84,0.13,0.990099
0.84,0.14,0.990099
0.84,0.15,0.980198
0.84,0.16,0.960396
0.84,0.17,0.980198
0.84,0.18,1
0.84,0.19,0.980198
0.84,0.2,0.980198
0.84,0.21,0.980198
0.84,0.22,0.990099
0.84,0.23,0.980198
0.84,0.24,0.940594
0.84,0.25,0.950495
0.84,0.26,0.960396
0.84,0.27,0.960396
0.84,0.28,0.970297
0.84,0.29,0.960396
0.84,0.3,0.950495
0.84,0.31,0.970297
0.84,0.32,0.950495
0.84,0.33,0.970297
0.84,0.34,0.90099
0.84,0.35,0.881188
0.84,0.36,0.950495
0.84,0.37,0.960396
0.84,0.38,0.930693
0.84,0.39,0.891089
0.84,0.4,0.950495
0.84,0.41,0.930693
0.84,0.42,0.861386
0.84,0.43,0.950495
0.84,0.44,0.881188
0.84,0.45,0.920792
0.84,0.46,0.881188
0.84,0.47,0.871287
0.84,0.48,0.861386
0.84,0.49,0.891089
0.84,0.5,0.90099
0.84,0.51,0.881188
0.84,0.52,0.881188
0.84,0.53,0.841584
0.84,0.54,0.851485
0.84,0.55,0.821782
0.84,0.56,0.792079
0.84,0.57,0.80198
0.84,0.58,0.861386
0.84,0.59,0.811881
0.84,0.6,0.811881
0.84,0.61,0.841584
0.84,0.62,0.821782
0.84,0.63,0.792079
0.84,0.64,0.792079
0.84,0.65,0.772277
0.84,0.66,0.831683
0.84,0.67,0.792079
0.84,0.68,0.742574
0.84,0.69,0.683168
0.84,0.7,0.712871
0.84,0.71,0.663366
0.84,0.72,0.742574
0.84,0.73,0.762376
0.84,0.74,0.722772
0.84,0.75,0.544554
0.84,0.76,0.594059
0.84,0.77,0.613861
0.84,0.78,0.623762
0.84,0.79,0.613861
0.84,0.8,0.60396
0.84,0.81,0.534653
0.84,0.82,0.475248
0.84,0.83,0.465347
0.84,0.84,0.49505
0.84,0.85,0.415842
0.84,0.86,0.39604
0.84,0.87,0.435644
0.84,0.88,0.336634
0.84,0.89,0.39604
0.84,0.9,0.356436
0.84,0.91,0.306931
0.84,0.92,0.336634
0.84,0.93,0.287129
0.84,0.94,0.326733
0.84,0.95,0.207921
0.84,0.96,0.207921
0.84,0.97,0.19802
0.84,0.98,0.0891089
0.84,0.99,0.00990099
0.85,0,1
0.85,0.01,1
0.85,0.02,1
0.85,0.03,0.990099
0.85,0.04,1
0.85,0.05,0.990099
0.85,0.06,1
0.85,0.07,1
0.85,0.08,1
0.85,0.09,0.990099
0.85,0.1,1
0.85,0.11,0.990099
0.85,0.12,0.990099
0.85,0.13,0.990099
0.85,0.14,0.990099
0.85,0.15,0.980198
0.85,0.16,0.980198
0.85,0.17,0.990099
0.85,0.18,0.970297
0.85,0.19,1
0.85,0.2,0.980198
0.85,0.21,0.980198
0.85,0.22,0.970297
0.85,0.23,0.990099
0.85,0.24,0.930693
0.85,0.25,0.990099
0.85,0.26,0.960396
0.85,0.27,0.970297
0.85,0.28,0.970297
0.85,0.29,0.970297
0.85,0.3,0.960396
0.85,0.31,0.930693
0.85,0.32,0.930693
0.85,0.33,0.910891
0.85,0.34,0.930693
0.85,0.35,0.960396
0.85,0.36,0.960396
0.85,0.37,0.920792
0.85,0.38,0.891089
0.85,0.39,0.960396
0.85,0.4,0.950495
0.85,0.41,0.940594
0.85,0.42,0.930693
0.85,0.43,0.930693
0.85,0.44,0.90099
0.85,0.45,0.861386
0.85,0.46,0.891089
0.85,0.47,0.891089
0.85,0.48,0.831683
0.85,0.49,0.881188
0.85,0.5,0.930693
0.85,0.51,0.861386
0.85,0.52,0.831683
0.85,0.53,0.861386
0.85,0.54,0.871287
0.85,0.55,0.841584
0.85,0.56,0.782178
0.85,0.57,0.861386
0.85,0.58,0.861386
0.85,0.59,0.811881
0.85,0.6,0.841584
0.85,0.61,0.871287
0.85,0.62,0.841584
0.85,0.63,0.831683
0.85,0.64,0.821782
0.85,0.65,0.782178
0.85,0.66,0.742574
0.85,0.67,0.722772
0.85,0.68,0.70297
0.85,0.69,0.693069
0.85,0.7,0.722772
0.85,0.71,0.742574
0.85,0.72,0.623762
0.85,0.73,0.683168
0.85,0.74,0.70297
0.85,0.75,0.722772
0.85,0.76,0.772277
0.85,0.77,0.653465
0.85,0.78,0.623762
0.85,0.79,0.564356
0.85,0.8,0.564356
0.85,0.81,0.643564
0.85,0.82,0.60396
0.85,0.83,0.514851
0.85,0.84,0.554455
0.85,0.85,0.514851
0.85,0.86,0.425743
0.85,0.87,0.50495
0.85,0.88,0.465347
0.85,0.89,0.366337
0.85,0.9,0.287129
0.85,0.91,0.356436
0.85,0.92,0.326733
0.85,0.93,0.336634
0.85,0.94,0.257426
0.85,0.95,0.237624
0.85,0.96,0.227723
0.85,0.97,0.138614
0.85,0.98,0.128713
0.85,0.99,0.0594059
0.86,0,1
0.86,0.01,1
0.86,0.02,1
0.86,0.03,0.990099
0.86,0.04,0.990099
0.86,0.05,0.990099
0.86,0.06,1
0.86,0.07,1
